"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.615647605E0,4.402236938E0,-1.337363243E0,-8.489258766E0,9.655865829E0
1.620676407E0,4.453242302E0,-1.750156403E0,-7.999615669E0,9.321387520E0
1.625717292E0,4.728599072E0,-1.956138611E0,-7.404963493E0,9.001089477E0
1.630746928E0,5.259808540E0,-2.162466049E0,-6.891657352E0,8.935143332E0
1.635764896E0,5.707290173E0,-2.323171616E0,-6.434334755E0,8.909037614E0
1.640793334E0,6.119073868E0,-2.472904205E0,-6.017705917E0,8.931467109E0
1.645821771E0,6.002661705E0,-2.378720284E0,-5.339891434E0,8.378824396E0
1.650831667E0,5.768617153E0,-2.176145554E0,-5.483514309E0,8.251150375E0
1.655858907E0,5.716544628E0,-2.295780182E0,-5.976824760E0,8.583235016E0
1.660886146E0,5.554633141E0,-2.626571655E0,-6.245608330E0,8.761304206E0
1.665913386E0,4.909808636E0,-2.875945568E0,-6.343443871E0,8.521535301E0
1.670951876E0,4.102469921E0,-2.953306675E0,-6.427893639E0,8.177413797E0
1.675979636E0,3.422163010E0,-2.916774273E0,-6.440713882E0,7.855034509E0
1.681007396E0,2.924074650E0,-2.675899029E0,-6.386663437E0,7.516656040E0
1.686035157E0,2.657985449E0,-2.393638611E0,-6.313549995E0,7.256397590E0
1.691100730E0,2.197717667E0,-2.089085579E0,-6.207180977E0,6.908207957E0
1.696130417E0,1.687973499E0,-1.767743111E0,-6.096006870E0,6.567759892E0
1.701160730E0,1.805208564E0,-1.667986393E0,-6.004996777E0,6.488523935E0
1.706190469E0,2.225897074E0,-1.765176296E0,-5.882561207E0,6.532609853E0
1.711223074E0,2.657506466E0,-1.901124001E0,-5.753368855E0,6.616484433E0
1.716253074E0,2.960576057E0,-2.018074512E0,-5.633068085E0,6.676008641E0
1.721280001E0,2.914327621E0,-1.681085587E0,-5.752609730E0,6.664223356E0
1.726309688E0,2.664867401E0,-1.173614979E0,-5.418241024E0,6.151115848E0
1.731338699E0,2.656208515E0,-9.455676079E-1,-5.051108837E0,5.784742195E0
1.736368334E0,2.818018198E0,-9.478015900E-1,-4.987715721E0,5.806622300E0
1.741397969E0,3.244310856E0,-1.155272961E0,-5.018496990E0,6.086503149E0
1.746426615E0,3.648586750E0,-1.237195969E0,-5.349357128E0,6.592303150E0
1.751456146E0,4.108902454E0,-1.335959435E0,-5.574431896E0,7.052812060E0
1.756488542E0,4.488314152E0,-1.354931355E0,-5.861480713E0,7.505848323E0
1.761518386E0,4.631352425E0,-1.307816982E0,-5.794656754E0,7.532453613E0
1.766548230E0,4.670896530E0,-1.141903877E0,-5.459192753E0,7.274888616E0
1.771578074E0,4.792438030E0,-1.072862625E0,-4.862346172E0,6.910926623E0
1.776607917E0,4.969677448E0,-1.215861797E0,-4.226343155E0,6.636112590E0
1.781614584E0,4.859467506E0,-1.361525059E0,-3.510652304E0,6.147589327E0
1.786643490E0,4.430625916E0,-1.500362396E0,-2.656888008E0,5.379645640E0
1.791696771E0,3.770251513E0,-1.495426655E0,-1.696712494E0,4.396581699E0
1.796728074E0,3.235438108E0,-1.594024658E0,-7.279362679E-1,3.679519748E0
1.801759376E0,2.810272932E0,-1.701533318E0,2.928919792E-1,3.298277626E0
1.806766824E0,2.472041130E0,-1.815482378E0,1.260865211E0,3.316133998E0
1.811796511E0,2.447385788E0,-1.911747217E0,2.074186802E0,3.734531498E0
1.816826199E0,2.770067930E0,-1.934412241E0,2.608039856E0,4.268149358E0
1.821873074E0,3.341841459E0,-2.021736145E0,2.828032494E0,4.822145701E0
1.826903907E0,3.736351728E0,-2.193215847E0,2.853995800E0,5.188045106E0
1.831930157E0,4.060206413E0,-2.251815319E0,2.891134262E0,5.469424620E0
1.836960521E0,4.338396072E0,-2.283110619E0,2.986824036E0,5.740678740E0
1.841990886E0,4.967707157E0,-2.339401722E0,3.279098511E0,6.395576742E0
1.847019792E0,5.817375660E0,-2.458007097E0,3.479756355E0,7.210572984E0
1.852050053E0,6.438138008E0,-2.632782698E0,3.435526371E0,7.757835213E0
1.857076303E0,6.598906517E0,-2.786045074E0,3.586896896E0,8.010832898E0
1.862106146E0,6.813819885E0,-3.232140541E0,4.492602348E0,8.778288544E0
1.867137709E0,6.895771980E0,-3.726946592E0,5.505845070E0,9.578942115E0
1.872167709E0,6.753205299E0,-4.018436909E0,6.535780430E0,1.022105879E1
1.877197709E0,6.428385258E0,-4.166367531E0,7.281877041E0,1.056922365E1
1.882227709E0,5.987721443E0,-4.216363430E0,7.726355553E0,1.064552013E1
1.887256042E0,5.570050240E0,-4.256390572E0,8.013911247E0,1.064730453E1
1.892285938E0,5.184718132E0,-4.382783413E0,8.082909584E0,1.055573398E1
1.897315365E0,4.955791950E0,-4.509692192E0,7.905158997E0,1.036285367E1
1.902345209E0,4.884300709E0,-4.684902191E0,7.481752396E0,1.008867290E1
1.907375053E0,4.891366005E0,-4.836629868E0,7.100834846E0,9.886369677E0
1.912404896E0,5.099227905E0,-5.064961433E0,6.896976471E0,9.961136682E0
1.917400886E0,5.341639042E0,-5.412769318E0,6.693352699E0,1.013075267E1
1.922429063E0,5.318103313E0,-5.734234810E0,6.646766663E0,1.026368252E1
1.927457240E0,4.882318497E0,-5.996140480E0,6.632905006E0,1.018754943E1
1.932485417E0,4.274798870E0,-6.317458630E0,6.880807877E0,1.027276525E1
1.937515782E0,3.572313786E0,-6.640264988E0,7.346470833E0,1.052735383E1
1.942544063E0,2.720968962E0,-6.940670967E0,7.861381531E0,1.083410841E1
1.947572344E0,1.643250346E0,-7.166573048E0,8.271965027E0,1.106731432E1
1.952644115E0,6.871907711E-1,-7.370992661E0,8.811999321E0,1.150891376E1
1.957675313E0,-2.678790092E-1,-7.566519737E0,9.533813477E0,1.217446424E1
1.962702813E0,-9.843120575E-1,-7.582682133E0,1.059895802E1,1.306919468E1
1.967733646E0,-2.247243404E0,-6.930455208E0,1.144751835E1,1.356934002E1
1.972764480E0,-2.780772209E0,-7.319244385E0,1.190333366E1,1.424757470E1
1.977804688E0,-3.464617968E0,-7.582334995E0,1.239284706E1,1.493579726E1
1.982836094E0,-3.881880522E0,-7.836042881E0,1.284474087E1,1.553898106E1
1.987867501E0,-4.393655777E0,-7.824349880E0,1.317903423E1,1.594401472E1
1.992898907E0,-4.701178074E0,-7.994285583E0,1.312016106E1,1.606699422E1
1.997906824E0,-4.918895721E0,-8.374985695E0,1.275072289E1,1.602862610E1
2.002936928E0,-5.219549179E0,-8.674162865E0,1.210000134E1,1.577640096E1
2.007967032E0,-5.623148918E0,-8.785167694E0,1.126376152E1,1.535158945E1
2.013000053E0,-6.101464272E0,-8.677713394E0,1.061470795E1,1.500675184E1
2.018030313E0,-6.320304871E0,-8.656926155E0,9.861072540E0,1.456466188E1
2.023054376E0,-6.267583370E0,-8.677768707E0,9.360818863E0,1.422009848E1
2.028084011E0,-6.247066498E0,-8.590963364E0,9.399287224E0,1.418369104E1
2.033113230E0,-5.854578972E0,-8.620729446E0,9.310861588E0,1.397444863E1
2.038142813E0,-5.449792385E0,-8.642664909E0,9.148729324E0,1.371477823E1
2.043175469E0,-5.021951199E0,-8.666136742E0,8.641774178E0,1.322883898E1
2.048205365E0,-4.500817776E0,-8.719594955E0,7.888160706E0,1.259014599E1
2.053235261E0,-3.968540192E0,-8.826122284E0,7.047979355E0,1.197179013E1
2.058265157E0,-3.810071945E0,-8.907094955E0,6.303616524E0,1.155805217E1
2.063291303E0,-4.081250191E0,-8.721490860E0,5.812438965E0,1.124746428E1
2.068320990E0,-4.648025513E0,-8.493031502E0,5.277352333E0,1.102661203E1
2.073350105E0,-5.075453758E0,-8.321105003E0,5.004024506E0,1.095633518E1
2.078379740E0,-5.193632603E0,-8.348327637E0,4.461153030E0,1.079677175E1
2.083409376E0,-5.117827415E0,-8.435223579E0,4.084271431E0,1.067831576E1
2.088439011E0,-4.882003784E0,-8.623812675E0,3.571999550E0,1.053391128E1
2.093468646E0,-4.673166275E0,-8.802856445E0,3.019857407E0,1.041385152E1
2.098498282E0,-4.743856430E0,-8.870661736E0,2.475454330E0,1.035956986E1
2.103527917E0,-4.983409405E0,-8.740480423E0,1.990974426E0,1.025642952E1
2.108557553E0,-5.311231613E0,-8.593613625E0,1.345868111E0,1.019169943E1
2.113587188E0,-5.575429916E0,-8.520436287E0,8.646850586E-1,1.021914544E1
2.118616824E0,-5.787913322E0,-8.406064987E0,6.989479065E-1,1.022987768E1
2.123646459E0,-6.028487682E0,-8.303468704E0,4.406805038E-1,1.027056257E1
2.128676355E0,-5.602222443E0,-7.959427357E0,4.662952423E-1,9.744475943E0
2.133705990E0,-5.584048271E0,-8.009477615E0,2.812623978E-2,9.763919185E0
2.138739011E0,-6.209336281E0,-8.356880188E0,-3.677420616E-1,1.041770309E1
2.143768959E0,-6.826177597E0,-8.513059616E0,-5.355205536E-1,1.092500192E1
2.148798907E0,-7.130053520E0,-8.472926140E0,-5.870141983E-1,1.108930684E1
2.153828855E0,-6.799473763E0,-8.125629425E0,-6.827688217E-1,1.061719691E1
2.158853803E0,-6.038227081E0,-7.590044022E0,-1.593888760E0,9.829009915E0
2.163883490E0,-5.101666451E0,-7.191875458E0,-3.221150875E0,9.387538875E0
2.168913178E0,-3.619592428E0,-7.407876968E0,-5.569903374E0,9.949970559E0
2.173915053E0,-2.848829985E0,-7.287599087E0,-8.300315857E0,1.140702310E1
2.178942917E0,-3.144160986E0,-6.256254673E0,-1.006669998E1,1.226233743E1
2.183970782E0,-3.704370499E0,-5.168523788E0,-1.158930588E1,1.321922878E1
2.188992396E0,-4.327704906E0,-4.127890587E0,-1.328732300E1,1.457125468E1
2.194019844E0,-4.809172153E0,-3.286095858E0,-1.436526680E1,1.550120811E1
2.199047292E0,-5.049305439E0,-2.882071495E0,-1.485236359E1,1.594975002E1
2.204074740E0,-5.259783745E0,-2.662893295E0,-1.503491688E1,1.614945978E1
2.209157084E0,-5.489145756E0,-2.558076382E0,-1.452908421E1,1.574067228E1
2.214187292E0,-5.959113121E0,-2.463230133E0,-1.331110096E1,1.479067073E1
2.219195417E0,-6.515063286E0,-2.365943432E0,-1.185017586E1,1.372845242E1
2.224223386E0,-7.223992348E0,-2.282637119E0,-1.046165848E1,1.291676414E1
2.229244532E0,-8.042955399E0,-2.253688812E0,-9.517282486E0,1.266281607E1
2.234271824E0,-8.470663071E0,-2.590782642E0,-8.791873932E0,1.248043808E1
2.239299115E0,-8.683198929E0,-3.059596062E0,-8.041660309E0,1.222404893E1
2.244326407E0,-8.983468056E0,-3.474093676E0,-7.376319885E0,1.213186384E1
2.249386511E0,-9.234317780E0,-3.772850513E0,-7.516886234E0,1.249042051E1
2.254415417E0,-9.304930687E0,-3.843041420E0,-8.530526161E0,1.319547570E1
2.259444324E0,-9.659339905E0,-3.809706211E0,-6.192548752E0,1.208984569E1
2.264474688E0,-9.708286285E0,-3.660034180E0,-2.956586361E0,1.078833053E1
2.269503699E0,-8.942682266E0,-3.478713274E0,-3.468523741E0,1.020312056E1
2.274532709E0,-7.880240917E0,-3.440019369E0,-2.954405308E0,9.091778753E0
2.279529740E0,-6.980391502E0,-3.530604362E0,-1.723895073E0,8.010171466E0
2.284556615E0,-5.474142551E0,-2.861164331E0,6.727690697E-1,6.213301556E0
2.289583490E0,-4.545516968E0,-1.238851070E0,4.649245739E0,6.619060539E0
2.294612553E0,-2.690586329E0,-2.530469418E0,1.627010345E0,4.036049173E0
2.299639584E0,-2.265316963E0,-2.407728672E0,2.914209366E-1,3.318696199E0
2.304666615E0,-2.096326590E0,-1.028487682E0,2.042515755E0,3.102296358E0
2.309708334E0,-5.864112377E-1,-8.353967667E-1,2.430747032E0,2.636341600E0
2.314736355E0,3.573995829E-1,-1.043769836E0,1.281354904E0,1.690875609E0
2.319770105E0,7.335959673E-1,-9.703903198E-1,1.150590420E0,1.674418923E0
2.324798699E0,1.047008157E0,-1.048356533E0,7.873306274E-1,1.677845946E0
2.329827292E0,8.412235975E-1,-1.157323360E0,-2.954897881E-1,1.460947883E0
2.334855886E0,5.109679699E-2,-1.075470924E0,-1.496337414E0,1.843440872E0
2.339887761E0,-8.647546768E-1,-1.111477852E0,-2.679244995E0,3.026803167E0
2.344916511E0,-1.319888711E0,-1.377945900E0,-3.512142181E0,3.996996850E0
2.349945261E0,-2.072811127E0,-2.202128887E0,-4.624293804E0,5.525396890E0
2.354962969E0,-2.882688284E0,-2.973721266E0,-4.416560173E0,6.054660492E0
2.359990990E0,-3.606276751E0,-3.556635380E0,-3.544089794E0,6.181865390E0
2.365019011E0,-4.250772953E0,-3.954741001E0,-2.492543221E0,6.318371530E0
2.370083021E0,-5.394714355E0,-4.116333485E0,-1.385931969E0,6.925889961E0
2.375113490E0,-7.099153042E0,-4.221389771E0,-1.785860062E-1,8.261355728E0
2.380155782E0,-8.386318207E0,-4.702810287E0,6.920390129E-1,9.639796453E0
2.385187449E0,-8.780773163E0,-5.647970676E0,1.300358772E0,1.052104952E1
2.390219115E0,-8.303894043E0,-6.903037071E0,1.804865837E0,1.094824725E1
2.395250782E0,-7.199711323E0,-8.041722298E0,2.148585320E0,1.100552405E1
2.400329115E0,-5.458681583E0,-9.067865372E0,2.603621006E0,1.089964354E1
2.405363074E0,-3.214417934E0,-9.867246628E0,3.729420185E0,1.102740285E1
2.410397032E0,-7.912513018E-1,-1.019087791E1,5.485511780E0,1.160047028E1
2.415430990E0,1.479200482E0,-9.959298134E0,7.723371506E0,1.268960680E1
2.420464949E0,3.788881540E0,-9.325055122E0,1.082246304E1,1.477964758E1
2.425498907E0,6.310488224E0,-8.753467560E0,1.443198967E1,1.802020482E1
2.430451042E0,8.876152039E0,-8.314590454E0,1.832254601E1,2.199168437E1
2.435482188E0,1.199221039E1,-8.371855736E0,2.077179527E1,2.540410513E1
2.440503699E0,1.480586529E1,-7.970459461E0,2.149121475E1,2.728761958E1
2.445533907E0,1.563323307E1,-5.963026047E0,2.271398163E1,2.821135618E1
2.450566824E0,1.520627594E1,-3.183790684E0,2.307170486E1,2.781494053E1
2.455597292E0,1.431788254E1,-7.588567734E-1,2.214372635E1,2.638033814E1
2.460627761E0,1.287835789E1,6.339163780E-1,1.978197098E1,2.361313888E1
2.465658699E0,1.159488106E1,2.237901688E-1,1.613869858E1,1.987332233E1
2.470689167E0,1.016325378E1,-1.159183979E0,1.284957504E1,1.642397679E1
2.475719636E0,7.831069469E0,-2.149136543E0,9.762935638E0,1.269879322E1
2.480714480E0,5.066851616E0,-2.723926783E0,7.265001297E0,9.266768922E0
2.485742657E0,2.408030987E0,-3.019269705E0,5.080566883E0,6.381752317E0
2.490770834E0,-4.085186720E-1,-3.263919592E0,3.801047802E0,5.026730846E0
2.495799011E0,-3.404883146E0,-3.416109324E0,3.382882118E0,5.891258234E0
2.500864740E0,-6.411238670E0,-3.470705271E0,3.370884895E0,8.031976179E0
2.505894844E0,-8.719871521E0,-3.591143847E0,3.372728825E0,1.001537684E1
2.510925626E0,-9.591974258E0,-4.079607010E0,3.452145576E0,1.098027653E1
2.515955782E0,-1.020374203E1,-3.754868984E0,3.053758144E0,1.129339768E1
2.520985938E0,-1.047832108E1,-2.813231945E0,2.415529728E0,1.111504703E1
2.526012657E0,-1.008718300E1,-2.017916679E0,5.880370140E-1,1.030383599E1
2.531042605E0,-8.914699554E0,-1.137344360E0,-3.019216537E0,9.480563741E0
2.536072553E0,-7.114479065E0,-4.367427826E-1,-6.835548401E0,9.875792554E0
2.541072761E0,-4.460363865E0,9.715270996E-2,-1.030928421E1,1.123323753E1
2.546100730E0,-1.780972362E0,7.035827637E-1,-1.242474461E1,1.257144263E1
2.551128699E0,-1.161045551E0,1.932617188E0,-1.334091568E1,1.353008009E1
2.556191094E0,-1.510773659E0,3.208269119E0,-1.377853680E1,1.422756142E1
2.561221407E0,-1.909573078E0,4.258728027E0,-1.399376583E1,1.475156656E1
2.566251094E0,-2.254579306E0,4.801232338E0,-1.430385399E1,1.525566120E1
2.571281303E0,-2.753154993E0,4.941086769E0,-1.493005848E1,1.596561452E1
2.576311511E0,-3.959238529E0,4.883928299E0,-1.609892464E1,1.728304660E1
2.581342605E0,-5.485780716E0,4.887486458E0,-1.838669586E1,1.980030047E1
2.586372865E0,-6.904003143E0,5.056107521E0,-2.094661903E1,2.262720335E1
2.591403126E0,-7.588013172E0,4.648296356E0,-2.145767784E1,2.322964789E1
2.596427344E0,-7.923780441E0,3.301954269E0,-1.999552727E1,2.176029203E1
2.601457188E0,-8.352077484E0,1.540285110E0,-1.797166061E1,1.987738066E1
2.606487032E0,-8.861110687E0,-5.009241104E-1,-1.541334152E1,1.778598618E1
2.611516876E0,-9.317993164E0,-2.456110001E0,-1.265800285E1,1.590856716E1
2.616548386E0,-9.687235832E0,-4.151521206E0,-1.027594090E1,1.471980393E1
2.621578334E0,-9.668303490E0,-5.538380623E0,-8.358729362E0,1.392903833E1
2.626605313E0,-9.061079979E0,-6.468479156E0,-6.596557617E0,1.294059370E1
2.631634949E0,-7.595824718E0,-7.081298351E0,-5.000076771E0,1.152571504E1
2.636659844E0,-5.446704388E0,-7.631719112E0,-3.674212694E0,1.007023159E1
2.641689011E0,-3.078330040E0,-8.331096649E0,-2.638718128E0,9.265318158E0
2.646718178E0,-6.672263145E-1,-8.899060249E0,-2.232898474E0,9.199146692E0
2.651747344E0,1.716641665E0,-9.447463989E0,-2.519939661E0,9.927312342E0
2.656750001E0,3.167922974E0,-9.634482384E0,-1.302622318E0,1.022525362E1
2.661777813E0,4.229710102E0,-9.369349480E0,7.781219482E-2,1.028013677E1
2.666805626E0,3.012858868E0,-8.627268791E0,4.445796967E0,1.016229285E1
2.671833438E0,1.166345716E0,-5.088212013E0,1.520506191E1,1.607619892E1
2.676870834E0,6.515238285E0,-5.338398933E0,1.761169624E1,1.952226108E1
2.681899167E0,5.967198849E0,-3.636029243E0,2.171847534E1,2.281491490E1
2.686927501E0,4.694025040E0,-1.998255730E0,2.555289268E1,2.605719136E1
2.691958230E0,5.937575817E0,-1.728442192E0,2.800899124E1,2.868354771E1
2.696986719E0,7.929313183E0,-2.530255556E0,2.660298920E1,2.787463426E1
2.702015209E0,9.143612862E0,-3.242129326E0,2.332409859E1,2.526124767E1
2.707043699E0,9.952041626E0,-3.552283287E0,2.015089607E1,2.275347142E1
2.712109063E0,1.032659149E1,-4.036278725E0,1.703743553E1,2.032742599E1
2.717139376E0,1.041667175E1,-5.066478729E0,1.382020950E1,1.803259404E1
2.722169324E0,9.939489365E0,-6.484108448E0,1.053752041E1,1.587061585E1
2.727199584E0,8.766541481E0,-7.929953575E0,7.265355110E0,1.387522245E1
2.732219376E0,7.373540878E0,-9.294603348E0,4.590177059E0,1.272118241E1
2.737248594E0,6.036461353E0,-1.020430756E1,2.998255730E0,1.222932115E1
2.742278126E0,4.203912735E0,-1.048297215E1,1.736817360E0,1.142725347E1
2.747307396E0,1.761538744E0,-1.029532051E1,9.396963120E-1,1.048711935E1
2.752336667E0,-3.129150867E-1,-1.008828449E1,3.060054779E-1,1.009777397E1
2.757365938E0,-2.800487518E0,-9.834825516E0,-7.895264626E-1,1.025621155E1
2.762375938E0,-5.663734436E0,-9.053623199E0,-1.667266846E0,1.080859656E1
2.767404219E0,-8.060964584E0,-8.295568466E0,-2.232240438E0,1.178042884E1
2.772437553E0,-1.038419819E1,-7.349327564E0,-2.906738758E0,1.304964819E1
2.777466355E0,-1.303257179E1,-5.836544037E0,-3.806360483E0,1.477841514E1
2.782495157E0,-1.600408363E1,-3.681081295E0,-5.662937164E0,1.737095017E1
2.787523959E0,-1.887022400E1,-1.432965279E0,-8.682617188E0,2.082130122E1
2.792553178E0,-2.147911263E1,7.745513916E-1,-1.155259991E1,2.440112238E1
2.797581980E0,-2.397322083E1,2.588294029E0,-1.358431721E1,2.767577021E1
2.802610782E0,-2.625383377E1,4.151955605E0,-1.451509285E1,3.028515219E1
2.807669167E0,-2.613570786E1,4.087187767E0,-1.508284283E1,3.045114902E1
2.812700001E0,-2.475987053E1,2.911477089E0,-1.587191772E1,2.955411409E1
2.817730834E0,-2.309344101E1,1.533576965E0,-1.642271614E1,2.837894433E1
2.822742917E0,-2.214824867E1,1.053895950E0,-2.053906822E1,3.022431040E1
2.827772501E0,-1.846623039E1,-1.976003647E0,-1.494840336E1,2.384032337E1
2.832802084E0,-1.518390942E1,-4.205858707E0,-1.477484512E1,2.159945372E1
2.837831667E0,-1.163622665E1,-5.938607216E0,-1.286375713E1,1.833425957E1
2.842880574E0,-7.777271271E0,-7.493619442E0,-1.021441650E1,1.486521393E1
2.847911094E0,-5.169611931E0,-8.308336258E0,-7.161996841E0,1.212631591E1
2.852941615E0,-3.276174545E0,-8.686701775E0,-4.876121044E0,1.048659448E1
2.858020001E0,-1.819069386E0,-8.524622917E0,-4.005588531E0,9.592859261E0
2.863053699E0,-1.210908175E0,-7.701348782E0,-2.883185863E0,8.312029378E0
2.868087396E0,-1.382255077E0,-6.778056145E0,-9.571692944E-1,6.983469572E0
2.873121094E0,-1.843516111E0,-6.263423920E0,1.120792627E0,6.624591079E0
2.878080209E0,-1.731413603E0,-6.131978035E0,2.951204062E0,7.022004920E0
2.883110157E0,-9.383617640E-1,-6.300558090E0,4.993726730E0,8.094125135E0
2.888163959E0,-1.227593422E-1,-6.409188747E0,6.579703331E0,9.186145338E0
2.893196303E0,3.874433041E-1,-6.266026974E0,7.944226742E0,1.012541085E1
2.898228646E0,7.604384422E-2,-6.093594551E0,9.367050171E0,1.117494099E1
2.903220626E0,-8.360717297E-1,-6.024043083E0,1.042594910E1,1.207015019E1
2.908250261E0,-1.719974875E0,-6.199354172E0,1.095605278E1,1.270532952E1
2.913263021E0,-1.914120793E0,-6.462072372E0,1.141479397E1,1.325593298E1
2.918290990E0,-1.681277514E0,-6.600907803E0,1.247275925E1,1.421155872E1
2.923316824E0,-1.108926058E0,-6.770077229E0,1.394055176E1,1.553713764E1
2.928344532E0,-2.566790581E-1,-7.018198967E0,1.577862930E1,1.727096244E1
2.933372240E0,1.009109974E0,-7.552286148E0,1.675286865E1,1.840418260E1
2.938411251E0,2.714972973E0,-7.862941742E0,1.690214348E1,1.883824263E1
2.943439740E0,4.107891560E0,-7.652185917E0,1.694946289E1,1.904507849E1
2.948468230E0,4.388710976E0,-7.141123295E0,1.685759735E1,1.882644455E1
2.953496719E0,3.822043896E0,-6.877063751E0,1.645578384E1,1.823992454E1
2.958528490E0,3.038576603E0,-6.892498970E0,1.583651924E1,1.753667105E1
2.963557136E0,2.985409737E0,-6.923339844E0,1.449354172E1,1.633732100E1
2.968585782E0,3.602041245E0,-6.807203770E0,1.189635658E1,1.417166272E1
2.973649376E0,4.390297890E0,-6.201134682E0,8.402761459E0,1.132851213E1
2.978680365E0,5.435408115E0,-5.328164577E0,5.166523933E0,9.199237398E0
2.983711355E0,6.305522442E0,-4.224988937E0,2.296738148E0,7.930015820E0
2.988749949E0,6.778303146E0,-3.104944468E0,3.573738933E-1,7.464167053E0
2.993781407E0,6.391692638E0,-1.917982101E0,-1.555545449E0,6.852161102E0
2.998812865E0,5.410721779E0,-1.364851952E0,-3.098185301E0,6.382592199E0
3.003843594E0,4.345629692E0,-1.381855488E0,-7.578818798E0,8.844914719E0
3.008875001E0,4.587175846E0,-2.203705072E0,-1.199430084E1,1.302926517E1
3.013906407E0,3.745171547E0,-2.490823984E0,-1.806982994E1,1.862120480E1
3.018937813E0,2.178120136E0,-2.499141932E0,-2.371800041E1,2.394855865E1
3.023942449E0,-3.020763397E-3,-2.076597452E0,-2.461330032E1,2.470074531E1
3.028972501E0,-3.908051252E0,5.699963570E-1,-2.071391106E1,2.108705460E1
3.034021407E0,-6.247347832E0,2.806829929E0,-1.250398064E1,1.425682927E1
3.039053334E0,-6.540835857E0,2.767940521E0,-8.097473145E0,1.077093774E1
3.044089271E0,-7.096290588E0,1.580238342E0,-5.347476959E0,9.024965549E0
3.049121615E0,-7.829500198E0,6.504592896E-1,-3.894408703E0,8.768727946E0
3.054153959E0,-8.085979462E0,6.859970093E-2,-2.815151691E0,8.562292264E0
3.059186303E0,-7.562412262E0,-6.285519600E-1,-1.496110916E0,7.734565577E0
3.064218646E0,-7.184658051E0,-1.329032660E0,-1.869854927E-1,7.308939915E0
3.069210990E0,-7.484801292E0,-1.756727695E0,8.904933929E-1,7.739594373E0
3.074241719E0,-7.889454842E0,-1.925640106E0,2.262762070E0,8.430402108E0
3.079268074E0,-8.493200302E0,-2.264054537E0,3.491159916E0,9.457726570E0
3.084298386E0,-9.212265015E0,-2.596297741E0,3.429803371E0,1.016711069E1
3.089320782E0,-9.816184044E0,-2.921895266E0,2.380658150E0,1.051486920E1
3.094350261E0,-1.015485382E1,-3.150819540E0,7.807750702E-1,1.066106606E1
3.099379740E0,-1.047736931E1,-3.282284737E0,-1.023818016E0,1.102709681E1
3.104397396E0,-1.082135391E1,-3.327100515E0,-2.982172966E0,1.170746146E1
3.109426094E0,-1.096603775E1,-3.251521826E0,-4.797261238E0,1.240322916E1
3.114454792E0,-1.116835785E1,-3.104862928E0,-6.783361435E0,1.343079980E1
3.119504376E0,-1.092517471E1,-2.835876942E0,-8.244445801E0,1.397757229E1
3.124534480E0,-1.045692062E1,-2.553484917E0,-1.048161983E1,1.502437448E1
3.129564584E0,-9.492332458E0,-2.156319141E0,-1.221499825E1,1.561922757E1
3.134573751E0,-7.783619881E0,-1.620388269E0,-1.339250088E1,1.557464209E1
3.139602449E0,-5.490253925E0,-1.270880580E0,-1.482894611E1,1.586365873E1
3.144631146E0,-3.869798183E0,-7.067402005E-1,-1.618889999E1,1.665999108E1
3.149659844E0,-2.947535515E0,2.194268703E-1,-1.620091438E1,1.646832537E1
3.154680417E0,-2.130640507E0,9.134066105E-1,-1.550711060E1,1.567942664E1
3.159708699E0,-1.196956158E0,1.257444382E0,-1.449846077E1,1.460202846E1
3.164736980E0,-5.303473473E-1,1.326818109E0,-1.378928375E1,1.386311873E1
3.169764636E0,-2.000145912E-1,1.417045116E0,-1.280728912E1,1.288699645E1
3.174792865E0,3.246784210E-3,1.396269560E0,-1.193894482E1,1.202031541E1
3.179830313E0,2.793765068E-1,1.429194331E0,-1.120812988E1,1.130233707E1
3.184859532E0,4.156246185E-1,1.555248499E0,-1.046158600E1,1.058472122E1
3.189888751E0,4.113631248E-1,1.598039627E0,-9.705875397E0,9.845149440E0
3.194914324E0,4.334092140E-1,1.347348213E0,-9.043836594E0,9.153915615E0
3.199943282E0,6.091208458E-1,9.948265553E-1,-8.486930847E0,8.566720684E0
3.204972240E0,3.125762939E-2,7.225537896E-1,-8.078826904E0,8.111134641E0
3.210001199E0,-6.397123337E-1,5.727685690E-1,-7.713545322E0,7.761190446E0
3.215030157E0,-1.234692097E0,3.000732064E-1,-7.794664860E0,7.897550809E0
3.220109480E0,-1.848948479E0,3.656315804E-2,-8.514020920E0,8.712548397E0
3.225140469E0,-2.358623981E0,-1.563853920E-1,-9.364706039E0,9.658430653E0
3.230155730E0,-2.893115044E0,-4.540627599E-1,-1.029113770E1,1.069971040E1
3.235185105E0,-3.228771687E0,-8.548294306E-1,-1.075048351E1,1.125737961E1
3.240214480E0,-3.150533676E0,-1.264390469E0,-1.072419930E1,1.124868864E1
3.245259740E0,-2.767773628E0,-1.669627905E0,-1.064058685E1,1.112071566E1
3.250290157E0,-2.393358231E0,-2.088964701E0,-1.112100697E1,1.156584338E1
3.255322501E0,-2.343454361E0,-2.700142860E0,-1.190005589E1,1.242553338E1
3.260353126E0,-2.924867153E0,-3.541615486E0,-1.250841141E1,1.332509828E1
3.265383751E0,-4.223375320E0,-4.561409473E0,-1.238421917E1,1.385684812E1
