"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.869768126E0,4.684797287E0,-7.328379154E-1,-1.304674149E0,4.917982479E0
4.874797917E0,4.460996628E0,-7.137057781E-1,-6.776742935E-1,4.568272026E0
4.879815521E0,3.678564787E0,-8.104841709E-1,-2.090120316E-1,3.772586581E0
4.884844115E0,2.278001070E0,-9.282186031E-1,5.558767319E-1,2.521879773E0
4.889872709E0,6.821831465E-1,-9.002199173E-1,8.467760086E-1,1.411665454E0
4.894901303E0,-7.213248610E-1,-9.486476183E-1,1.501277924E0,1.916788268E0
4.899931355E0,-1.841297746E0,-9.128861427E-1,2.237025261E0,3.037765711E0
4.904960001E0,-2.399719954E0,-8.954264522E-1,2.470737457E0,3.558790240E0
4.909986876E0,-2.807134628E0,-7.972355485E-1,2.848827362E0,4.078162169E0
4.915015365E0,-3.522358179E0,-7.294365764E-1,3.227641106E0,4.832882366E0
4.920049428E0,-3.544388294E0,-5.541805029E-1,1.521883965E0,3.896913549E0
4.925078490E0,-3.510226727E0,-4.031191468E-1,4.841337204E-1,3.566312126E0
4.930107553E0,-3.735546589E0,-2.384832501E-1,-1.400527954E-1,3.745770597E0
4.935136615E0,-3.828381300E0,-1.015493870E-1,-1.193037033E0,4.011253298E0
4.940165678E0,-3.417347193E0,-5.703270435E-3,-1.435467720E0,3.706597083E0
4.945193542E0,-2.784239531E0,-6.612539291E-3,-9.065055847E-1,2.928102776E0
4.950222449E0,-2.356833696E0,2.407595217E-1,-1.343378067E0,2.723471103E0
4.955251355E0,-1.866208315E0,4.041247070E-1,-7.405624390E-1,2.048043696E0
4.960281563E0,-1.663414359E0,5.159969330E-1,1.645479202E-1,1.749364508E0
4.965310574E0,-1.766819239E0,4.131049216E-1,2.179239273E0,2.835734421E0
4.970340678E0,-1.714828014E0,3.039841354E-1,2.580350876E0,3.113077596E0
4.975369792E0,-1.394484520E0,1.296750307E-1,1.312851906E0,1.919630906E0
4.980398907E0,-9.659644365E-1,9.260088205E-2,1.731931686E0,1.985258064E0
4.985428021E0,-7.302885056E-1,7.330656052E-2,2.596106529E0,2.697862907E0
4.990491094E0,-7.416297197E-1,-1.691638231E-1,3.234729767E0,3.322966702E0
4.995521876E0,-1.307575941E0,-3.824130893E-1,3.824439049E0,4.059843427E0
5.000557605E0,-1.953503370E0,-4.867200255E-1,4.522960663E0,4.950782257E0
5.005588907E0,-2.377112865E0,-5.411236882E-1,4.564963341E0,5.175168666E0
5.010620209E0,-2.294389009E0,-6.378368139E-1,4.291187286E0,4.907682249E0
5.015651511E0,-1.829327583E0,-4.892365336E-1,4.013205528E0,4.437523003E0
5.020665574E0,-1.168667793E0,-2.695213556E-1,3.452714920E0,3.655087754E0
5.025695990E0,-6.303925514E-1,1.100921929E-1,3.197835922E0,3.261237441E0
5.030727188E0,-1.432135105E-1,4.359272122E-1,3.276675224E0,3.308646728E0
5.035757709E0,1.350867748E-1,3.733766675E-1,3.612135887E0,3.633893812E0
5.040783751E0,2.238063812E-1,5.179136992E-2,4.251537323E0,4.257738983E0
5.045813803E0,1.279251575E-1,-4.194661379E-1,5.036502838E0,5.055559071E0
5.050843855E0,-6.176567078E-2,-7.595665455E-1,5.540969849E0,5.593130000E0
5.055852136E0,-1.527876854E-1,-1.099049330E0,5.779869080E0,5.885417579E0
5.060880730E0,1.890540123E-2,-1.506117463E0,5.820934296E0,6.012655262E0
5.065909324E0,1.001307964E-1,-1.870676398E0,5.626535416E0,5.930207176E0
5.070943855E0,-1.810481548E-1,-2.039447308E0,5.029841423E0,5.430601117E0
5.075972865E0,-7.655634880E-1,-1.963531971E0,4.199234009E0,4.698415852E0
5.081001876E0,-1.426508665E0,-1.780191898E0,3.403462410E0,4.097263299E0
5.086030886E0,-2.071882010E0,-1.583304286E0,2.867637634E0,3.875937709E0
5.091090313E0,-2.619943857E0,-1.429859042E0,2.648981094E0,3.990702135E0
5.096120834E0,-3.382314682E0,-1.351982832E0,2.689487457E0,4.527830934E0
5.101151355E0,-4.388343811E0,-1.293067932E0,2.854630470E0,5.392448535E0
5.106175521E0,-5.413814545E0,-1.162776351E0,3.239634514E0,6.415346331E0
5.111205626E0,-6.345045567E0,-1.072367787E0,3.772179604E0,7.459149742E0
5.116235730E0,-7.078543663E0,-9.469087124E-1,4.399051666E0,8.387733428E0
5.121231876E0,-7.534767151E0,-9.073948264E-1,5.024138451E0,9.101540999E0
5.126259740E0,-7.648409843E0,-9.852530956E-1,5.537322998E0,9.493726496E0
5.131296876E0,-7.597804070E0,-1.066322684E0,5.819147110E0,9.629441512E0
5.136325626E0,-7.545742512E0,-1.117206573E0,5.884536743E0,9.634010238E0
5.141352553E0,-7.338953018E0,-1.209521174E0,5.791533470E0,9.426825171E0
5.146381146E0,-7.000144958E0,-1.357504606E0,5.641562462E0,9.092418557E0
5.151409740E0,-6.536779404E0,-1.594722271E0,5.574494362E0,8.737712028E0
5.156449376E0,-6.100422859E0,-1.873869181E0,5.519467354E0,8.437479756E0
5.161478699E0,-5.867238998E0,-2.199353695E0,5.185334206E0,8.133224512E0
5.166508021E0,-5.673932076E0,-2.403483868E0,4.678164482E0,7.736631232E0
5.171530313E0,-5.572729111E0,-2.609477997E0,3.864544868E0,7.266319027E0
5.176559115E0,-5.458081722E0,-2.796785355E0,2.807178497E0,6.744843625E0
5.181588803E0,-5.401344776E0,-2.938796997E0,1.544446945E0,6.340060690E0
5.186617709E0,-5.281758308E0,-3.071176291E0,3.920917511E-1,6.122322319E0
5.191645313E0,-4.915891647E0,-3.273324013E0,-4.969692230E-1,5.926855759E0
5.196674063E0,-4.303849220E0,-3.763771057E0,-1.152190208E0,5.832377985E0
5.201704219E0,-3.604243755E0,-4.291796684E0,-1.636853218E0,5.838611161E0
5.206733126E0,-3.247935295E0,-4.497900963E0,-2.114369392E0,5.937234599E0
5.211762032E0,-3.172287464E0,-4.243543148E0,-2.503804207E0,5.860042808E0
5.216795938E0,-3.305198193E0,-3.883305550E0,-2.676383495E0,5.759116746E0
5.221825157E0,-3.427374363E0,-3.412410021E0,-2.833807468E0,5.605524234E0
5.226852240E0,-3.487410784E0,-3.046217680E0,-3.191872120E0,5.624013136E0
5.231881251E0,-3.322336197E0,-2.645479441E0,-3.277166843E0,5.364354742E0
5.236910261E0,-2.941336155E0,-2.233783245E0,-3.052018642E0,4.791248664E0
5.241939271E0,-2.703484535E0,-1.964633226E0,-2.775174618E0,4.343985095E0
5.247007449E0,-2.714096546E0,-1.757865906E0,-2.637728214E0,4.173011231E0
5.252038438E0,-2.813911200E0,-1.722293615E0,-2.362535000E0,4.057827394E0
5.257069428E0,-3.284554958E0,-1.739778280E0,-2.154765129E0,4.296294043E0
5.262063959E0,-4.134671688E0,-1.782169104E0,-2.181479931E0,5.003048208E0
5.267092501E0,-4.937529564E0,-1.822819710E0,-1.829186440E0,5.572054641E0
5.272118230E0,-5.526048660E0,-1.833629608E0,-1.528600693E0,6.019637150E0
5.277146511E0,-5.658761978E0,-1.797074318E0,-9.924640656E-1,6.019638540E0
5.282178490E0,-5.033944130E0,-1.671527863E0,-2.499408722E-1,5.310091274E0
5.287207136E0,-4.235802650E0,-1.673498154E0,-2.485818863E-1,4.561185495E0
5.292235782E0,-3.233325005E0,-1.859926224E0,-8.205890656E-1,3.819303936E0
5.297264428E0,-2.122435570E0,-2.142292976E0,-1.641083717E0,3.433264876E0
5.302332240E0,-1.046280026E0,-2.451745033E0,-2.500087261E0,3.654612417E0
5.307362865E0,-2.607488632E-2,-2.574344635E0,-3.049807072E0,3.991146875E0
5.312387969E0,8.342288733E-1,-2.619544983E0,-3.329130650E0,4.317529920E0
5.317418021E0,1.469058037E0,-2.548978329E0,-3.304856777E0,4.424646919E0
5.322448074E0,1.803101301E0,-2.467989922E0,-3.359850407E0,4.542107805E0
5.327478126E0,1.952733040E0,-2.343479633E0,-3.464925766E0,4.616359353E0
5.332508178E0,1.887035728E0,-2.238555431E0,-3.399106026E0,4.486196165E0
5.337525001E0,1.742552519E0,-2.177880764E0,-3.200057983E0,4.245000000E0
5.342554532E0,1.558260679E0,-2.033312559E0,-3.135115147E0,4.048639684E0
5.347599167E0,1.511969090E0,-1.905791521E0,-3.055597782E0,3.905735482E0
5.352630209E0,1.728768826E0,-1.819095850E0,-3.009447098E0,3.918484809E0
5.357661251E0,2.323660374E0,-1.921576738E0,-2.910525322E0,4.190824781E0
5.362692292E0,3.162220955E0,-1.978639841E0,-2.778215408E0,4.651143713E0
5.367681094E0,3.952047825E0,-2.047006845E0,-2.656335831E0,5.183149533E0
5.372710001E0,4.687014103E0,-1.998083830E0,-2.468275070E0,5.661521175E0
5.377751407E0,5.257001400E0,-1.941979170E0,-2.247753143E0,6.038190210E0
5.382781563E0,5.633870602E0,-1.883510828E0,-2.023557186E0,6.275579231E0
5.387811719E0,5.855816364E0,-1.894834280E0,-1.886378765E0,6.437344723E0
5.392841876E0,5.971073151E0,-1.990622759E0,-1.505875111E0,6.471781315E0
5.397872032E0,5.931981087E0,-2.061298132E0,-1.202446461E0,6.393999303E0
5.402903282E0,5.637692451E0,-2.078788042E0,-9.517412186E-1,6.083645885E0
5.407933490E0,5.140472889E0,-1.957568645E0,-7.103610039E-1,5.546273459E0
5.412954584E0,4.649917603E0,-1.798545837E0,-5.690274239E-1,5.017996916E0
5.417983855E0,4.179241657E0,-1.539875507E0,-5.131297112E-1,4.483366983E0
5.423013074E0,3.765516520E0,-1.253447533E0,-5.856466293E-1,4.011636493E0
5.428042344E0,3.479403734E0,-9.103908539E-1,-7.961902618E-1,3.683609749E0
5.433071615E0,3.292109728E0,-6.538233757E-1,-1.068381786E0,3.522344547E0
5.438100886E0,3.285473347E0,-4.976687431E-1,-1.249300957E0,3.550036925E0
5.443164740E0,3.373351574E0,-5.184669495E-1,-1.305438042E0,3.654104172E0
5.448195730E0,3.512966633E0,-6.914219856E-1,-1.280521393E0,3.802464196E0
5.453226719E0,3.603617430E0,-8.681697845E-1,-1.308505058E0,3.930898478E0
5.458214271E0,3.607592344E0,-9.334654808E-1,-1.351445675E0,3.963897796E0
5.463242396E0,3.586517096E0,-9.117727280E-1,-1.342047215E0,3.936435584E0
5.468285105E0,3.483070612E0,-8.601450920E-1,-1.319022179E0,3.822492639E0
5.473314688E0,3.282716274E0,-8.024148941E-1,-1.368587494E0,3.645974154E0
5.478344271E0,3.181504726E0,-7.863531113E-1,-1.404628754E0,3.565572251E0
5.483361094E0,3.150811672E0,-8.262701035E-1,-1.350628853E0,3.526263572E0
5.488389792E0,3.166031837E0,-8.983879089E-1,-1.278251648E0,3.530550340E0
5.493418490E0,3.188887596E0,-9.117307663E-1,-1.345385551E0,3.579150650E0
5.498450938E0,3.243515968E0,-9.237794876E-1,-1.422698975E0,3.660305554E0
5.503479896E0,3.296849728E0,-9.870443344E-1,-1.572433472E0,3.783651896E0
5.508508855E0,3.306630611E0,-1.005744457E0,-1.698928356E0,3.851192734E0
5.513539115E0,3.254383087E0,-9.175081253E-1,-1.855091572E0,3.856707816E0
5.518568178E0,3.197957277E0,-7.987952232E-1,-1.974155426E0,3.842173109E0
5.523597240E0,3.075645208E0,-7.259163857E-1,-2.128195763E0,3.809956069E0
5.528662761E0,2.959479094E0,-7.083301544E-1,-2.135541916E0,3.717631960E0
5.533694271E0,2.763900995E0,-7.076349258E-1,-2.106525898E0,3.546455591E0
5.538725782E0,2.421436310E0,-6.952385902E-1,-2.079345703E0,3.266556146E0
5.543757292E0,2.046548367E0,-7.094078064E-1,-2.082702637E0,3.004874361E0
5.548793126E0,1.667630911E0,-6.638832092E-1,-2.044958591E0,2.720953769E0
5.553824844E0,1.332528949E0,-6.209826469E-1,-2.033069134E0,2.508908717E0
5.558856563E0,2.892216682E0,-8.248820305E-1,-2.190241814E0,3.720551962E0
5.563888282E0,7.987648010E0,-1.753854752E0,-2.535373211E0,8.561929954E0
5.568879584E0,1.191885662E1,-2.652308464E0,-2.336762905E0,1.243198875E1
5.573909271E0,7.683120728E0,-2.048997402E0,-1.800552368E0,8.152957948E0
5.578938959E0,3.144659996E0,-1.763505459E0,-1.046041965E0,3.754070030E0
5.583990990E0,1.649659157E0,-1.790227890E0,-2.207927704E-1,2.444389633E0
5.589022188E0,9.970730543E-1,-1.335580826E0,1.648774147E-1,1.674847868E0
5.594020521E0,4.698923826E-1,-5.729136467E-1,1.794047356E-1,7.623745516E-1
5.599048490E0,5.154303312E-1,-4.937171936E-3,7.707977295E-2,5.211852774E-1
5.604076459E0,6.627084613E-1,2.351570129E-1,-5.679302216E-1,9.038949397E-1
5.609128438E0,6.398212910E-1,3.784842491E-1,-1.316178799E0,1.511604525E0
5.614158021E0,8.260894418E-1,4.886789322E-1,-1.638116837E0,1.898593594E0
5.619179011E0,7.633308172E-1,4.176230431E-1,4.372406006E-2,8.712030395E-1
5.624207709E0,1.517184079E-1,3.268017769E-1,2.188447475E0,2.217908977E0
5.629229376E0,1.443487406E-2,3.243508339E-1,2.267756939E0,2.290880478E0
5.634257396E0,1.259457469E-1,4.668989182E-1,5.717878342E-1,7.488646461E-1
5.639285417E0,4.575996101E-1,5.071706772E-1,1.903190613E-1,7.091127160E-1
5.644313438E0,4.124165475E-1,1.736888885E-1,3.875345707E0,3.901097229E0
5.649356615E0,-5.401536822E-2,1.713380814E-1,7.670539379E0,7.672642880E0
5.654385365E0,1.210805774E-2,7.715916634E-1,3.704986095E0,3.784497624E0
5.659414115E0,8.204239011E-1,9.812602997E-1,-2.667226791E-1,1.306563485E0
5.664463594E0,1.726448536E0,6.787881851E-1,-9.091691971E-1,2.065905752E0
5.669493751E0,1.811535597E0,1.546678543E-1,-1.664152145E-1,1.825726537E0
5.674523907E0,1.556918621E0,-3.236651421E-1,1.098232269E-1,1.593993682E0
5.679520417E0,1.272969484E0,-6.608414650E-1,-4.048237801E-1,1.490317095E0
5.684548334E0,1.170407057E0,-7.278771400E-1,-8.725461960E-1,1.631255551E0
5.689576251E0,1.025151372E0,-5.817732811E-1,-8.925962448E-1,1.478554545E0
5.694605157E0,8.900294900E-1,-3.518066406E-1,-6.522626877E-1,1.158174002E0
5.699633126E0,6.834183931E-1,-6.210708618E-2,-5.774202347E-1,8.968456487E-1
5.704661094E0,3.428997993E-1,1.866450310E-1,-5.911712646E-1,7.084490837E-1
5.709689063E0,-9.352374077E-2,3.850040436E-1,-6.599998474E-1,7.697886738E-1
5.714730730E0,-4.444777668E-1,5.282611847E-1,-7.264423370E-1,1.002167069E0
5.719759376E0,-6.668893099E-1,5.352120399E-1,-9.005723000E-1,1.241863015E0
5.724788021E0,-6.598114967E-1,5.685176849E-1,-9.909439087E-1,1.319292765E0
5.729827084E0,-5.707422495E-1,5.180721283E-1,-1.045564175E0,1.298980327E0
5.734856407E0,-4.654761553E-1,5.224685669E-1,-1.054890633E0,1.265873493E0
5.739875001E0,-3.433482051E-1,4.619617462E-1,-8.563847542E-1,1.031838889E0
5.744903282E0,-3.093326688E-1,3.933658600E-1,-8.083143234E-1,9.506815688E-1
5.749931563E0,-3.532821536E-1,3.782439232E-1,-5.846881866E-1,7.808565944E-1
5.754959844E0,-3.748224974E-1,4.492988586E-1,-3.618721962E-1,6.879773654E-1
5.760008126E0,-3.603456020E-1,4.523181915E-1,1.292519569E-1,5.925763813E-1
5.765037396E0,-2.202306986E-1,5.874671936E-1,9.420213699E-1,1.131823098E0
5.770077813E0,-1.245223284E-1,4.655785561E-1,1.069190502E0,1.172790489E0
5.775108230E0,-1.502721310E-1,1.480112076E-1,1.201707840E0,1.220078179E0
5.780138646E0,1.823472977E-2,-4.181833267E-1,1.321193218E0,1.385915337E0
5.785172553E0,4.380794764E-1,-1.348012447E0,1.490581989E0,2.056911727E0
5.790203178E0,2.730132341E-1,-1.646871090E0,9.261803627E-1,1.909065394E0
5.795233803E0,4.115486145E-1,-1.880015850E0,1.154365540E0,2.244190646E0
5.800264428E0,8.319865465E-1,-1.942491055E0,1.614606857E0,2.659403770E0
5.805272501E0,1.310736418E0,-1.838976860E0,2.081472397E0,3.071220146E0
5.810301980E0,1.858521342E0,-1.919820786E0,2.183303356E0,3.450598060E0
5.815320209E0,1.803723097E0,-1.711219788E0,1.265211582E0,2.789704378E0
5.820348594E0,1.925638318E0,-1.340630054E0,-5.211615562E-1,2.403535155E0
5.825376980E0,2.035718918E0,-2.820358276E-1,-3.118950605E0,3.735177184E0
5.830408959E0,2.431312323E0,1.130222321E0,-4.822945118E0,5.518104902E0
5.835437553E0,2.605257034E0,2.202675819E0,-5.234133720E0,6.247823684E0
5.840466146E0,2.318179607E0,2.598049641E0,-4.341233253E0,5.565080843E0
5.845529271E0,1.919157147E0,2.167193890E0,-2.582666159E0,3.879440423E0
5.850560209E0,1.549369335E0,1.266100883E0,-8.340387344E-1,2.167758611E0
5.855591146E0,1.251082659E0,1.924223900E-1,3.017759323E-2,1.266153578E0
5.860622084E0,8.984680772E-1,-7.072234154E-1,1.337814331E-1,1.151219925E0
5.865646719E0,5.698638558E-1,-1.185735226E0,-2.856969833E-2,1.315875780E0
5.870677344E0,7.581087947E-1,-1.564066410E0,9.769392014E-2,1.740855187E0
5.875727084E0,1.093168378E0,-1.803697586E0,-5.298423767E-2,2.109774731E0
5.880759636E0,1.361819267E0,-1.841890812E0,-2.805967331E-1,2.307779887E0
5.885792188E0,1.416842818E0,-1.659088135E0,-4.138555527E-1,2.220651578E0
5.890824740E0,1.611518621E0,-1.570732117E0,-1.329655647E-1,2.254300666E0
5.895790053E0,1.547046900E0,-1.390227795E0,2.892313004E-1,2.099938613E0
5.900819219E0,1.423426986E0,-1.242598057E0,5.522623062E-1,1.968549712E0
5.905865678E0,1.305340290E0,-1.161220551E0,8.046665192E-1,1.923495424E0
5.910896615E0,1.206296444E0,-1.136517048E0,9.748573303E-1,1.922802363E0
5.915927553E0,1.125814199E0,-1.149048805E0,9.143185616E-1,1.850337591E0
5.920987657E0,9.196423888E-1,-1.045231819E0,7.182087898E-1,1.566548928E0
5.926020521E0,6.099468470E-1,-8.818264008E-1,4.428577423E-1,1.160075832E0
5.931053386E0,2.447081953E-1,-7.350301743E-1,3.028688431E-1,8.317938411E-1
5.936086251E0,-1.185209379E-1,-6.431093216E-1,8.281517029E-2,6.591624721E-1
5.941059167E0,-5.088199973E-1,-5.534319878E-1,-4.505777359E-2,7.531367457E-1
5.946089011E0,-9.964826703E-1,-4.470906258E-1,-9.011316299E-2,1.095896036E0
5.951116771E0,-1.428602338E0,-1.476511955E-1,-2.047805786E-1,1.450737950E0
5.956146407E0,-1.767123222E0,2.056541443E-1,-3.550758362E-1,1.814138076E0
5.961180313E0,-2.002903938E0,5.790295601E-1,-5.214848518E-1,2.149150034E0
5.966210365E0,-2.088587761E0,9.004778862E-1,-6.510825157E-1,2.365791136E0
5.971240417E0,-2.019750595E0,1.131565571E0,-7.244701385E-1,2.425838018E0
5.976270469E0,-1.887264848E0,1.396541595E0,-7.175197601E-1,2.454980986E0
5.981295626E0,-1.777241707E0,1.661584377E0,-6.490378380E-1,2.518074829E0
5.986325417E0,-1.550780058E0,1.926228046E0,-5.758233070E-1,2.539063953E0
5.991355209E0,-1.403976083E0,2.070386887E0,-5.688710213E-1,2.565397618E0
5.996384428E0,-1.374673486E0,2.156029224E0,-4.267320633E-1,2.592352110E0
6.001414167E0,-1.429047704E0,2.259431362E0,-4.026021957E-1,2.703570962E0
6.006443907E0,-1.409479380E0,2.222596645E0,-3.670377731E-1,2.657307791E0
6.011467605E0,-1.316392899E0,2.169978142E0,-2.865328789E-1,2.554172369E0
6.016496928E0,-1.140370250E0,2.005988598E0,-1.899189949E-1,2.315276179E0
6.021531511E0,-9.577033520E-1,1.792831421E0,-1.487841606E-1,2.038032615E0
6.026561355E0,-7.723691463E-1,1.607143879E0,-1.726489067E-1,1.791444443E0
6.031591199E0,-5.694113970E-1,1.434520245E0,-2.230930328E-1,1.559438416E0
6.036640261E0,-3.721098602E-1,1.284627914E0,-2.332510948E-1,1.357623180E0
6.041671407E0,-2.182310224E-1,1.128862381E0,-2.080883980E-1,1.168441627E0
6.046702553E0,-3.088116646E-2,9.146308899E-1,-5.198383331E-2,9.166273126E-1
6.051741407E0,1.326528192E-1,6.707315445E-1,3.879070282E-2,6.848228193E-1
6.056773074E0,2.394527495E-1,4.833078384E-1,4.041099548E-2,5.408855096E-1
6.061804740E0,2.613938451E-1,2.613916397E-1,8.219671249E-2,3.786933206E-1
6.066830001E0,2.228461504E-1,1.485009193E-1,1.784734726E-1,3.218162678E-1
6.071861251E0,1.716978699E-1,2.490520477E-2,2.909722328E-1,3.387702290E-1
6.076892501E0,5.050066113E-2,-3.783416748E-2,4.725632668E-1,4.767575716E-1
6.081935053E0,2.179393172E-2,-1.022467613E-1,6.422858238E-1,6.507383922E-1
6.086967032E0,-2.477642894E-2,-1.254510880E-1,7.717199326E-1,7.822426102E-1
6.091999011E0,-1.232768893E-1,-1.219153404E-1,8.562436104E-1,8.736210059E-1
6.097030990E0,-4.221335649E-1,-3.909444809E-2,8.338251114E-1,9.354087015E-1
6.102037917E0,-8.595790267E-1,1.660289764E-1,8.814582825E-1,1.242340705E0
6.107068646E0,-1.230566144E0,3.496952057E-1,1.032759190E0,1.644132390E0
6.112099376E0,-1.359275341E0,4.688720703E-1,1.067647934E0,1.790905520E0
6.117100157E0,-1.261390567E0,4.856166840E-1,8.855023384E-1,1.615872556E0
6.122128907E0,-1.014176488E0,4.910469055E-1,4.482131004E-1,1.212673079E0
6.127157657E0,-7.466704249E-1,4.190435410E-1,-2.507209778E-2,8.565878955E-1
6.132178855E0,-5.398473740E-1,3.085536957E-1,-3.916721344E-1,7.348793310E-1
6.137207084E0,-4.028704762E-1,9.787178040E-2,-6.810173988E-1,7.972880305E-1
6.142235313E0,-2.588727176E-1,-1.360006332E-1,-1.147207260E0,1.183890094E0
6.147263542E0,2.601027489E-3,-4.260697365E-1,-1.762018919E0,1.812802487E0
6.152302709E0,2.297874540E-1,-6.095776558E-1,-2.305361032E0,2.395637010E0
6.157331459E0,4.191655815E-1,-7.819361687E-1,-2.667932034E0,2.811580568E0
6.162363282E0,5.235176682E-1,-9.812507629E-1,-3.142019749E0,3.333048441E0
6.167392344E0,5.680263638E-1,-1.078413010E0,-3.526576519E0,3.731269290E0
6.172419011E0,5.207080841E-1,-1.116704941E0,-3.725909948E0,3.924356225E0
6.177447813E0,5.643408895E-1,-1.139574051E0,-3.715809584E0,3.927384692E0
6.182480521E0,6.945551634E-1,-1.104251862E0,-3.620477915E0,3.848329427E0
6.187509740E0,7.290149331E-1,-1.015730381E0,-3.702860117E0,3.908240528E0
6.192538699E0,6.292486787E-1,-9.697756767E-1,-3.876590967E0,4.045290631E0
6.197567865E0,4.331300855E-1,-8.275132179E-1,-4.022256851E0,4.129277173E0
6.202597032E0,1.920424551E-1,-7.181000710E-1,-4.049248219E0,4.116911361E0
6.207626199E0,6.226935983E-2,-6.844782829E-1,-4.187457561E0,4.243487813E0
6.212658178E0,6.210057437E-2,-7.217402458E-1,-4.489467621E0,4.547536144E0
6.217687501E0,1.293626428E-1,-7.722764015E-1,-4.792746544E0,4.856291277E0
6.222721719E0,2.024050057E-1,-7.499117851E-1,-4.638330936E0,4.702919237E0
6.227751511E0,2.293306291E-1,-7.123475075E-1,-4.456768036E0,4.519160634E0
6.232781303E0,3.203339577E-1,-7.221322060E-1,-4.280868053E0,4.353150590E0
6.237811094E0,4.804226160E-1,-8.798785210E-1,-4.244025707E0,4.360819453E0
6.242881615E0,6.099685431E-1,-1.080644131E0,-4.254202843E0,4.431489049E0
6.247913490E0,7.094770670E-1,-1.281476974E0,-4.129209042E0,4.381313531E0
6.252945365E0,7.651851177E-1,-1.430256844E0,-3.968517780E0,4.287222443E0
6.257977240E0,9.204105735E-1,-1.556131363E0,-3.737773895E0,4.152066249E0
6.262955157E0,1.078583837E0,-1.716477394E0,-3.680954933E0,4.202269263E0
6.267984324E0,1.216166496E0,-1.925958633E0,-3.639039516E0,4.293132447E0
6.273013490E0,1.261304379E0,-2.141245842E0,-3.554873466E0,4.337389521E0
6.278028178E0,1.152469039E0,-2.261609077E0,-3.371407986E0,4.220124680E0
6.283056407E0,1.038816690E0,-2.339545250E0,-3.165370226E0,4.070894344E0
6.288084636E0,9.830051661E-1,-2.326580048E0,-3.043130159E0,3.954733245E0
6.293146042E0,7.752099037E-1,-2.360833168E0,-2.976948500E0,3.877719177E0
6.298176459E0,5.771208405E-1,-2.522478104E0,-2.969087362E0,3.938457060E0
6.303186928E0,2.782473564E-1,-2.710197449E0,-2.954113960E0,4.018629255E0
6.308215261E0,-1.212887168E-1,-2.823150635E0,-2.731934547E0,3.930439776E0
6.313243594E0,-4.695216417E-1,-2.908902168E0,-2.279961109E0,3.725638879E0
6.318271563E0,-6.625550985E-1,-2.953276634E0,-1.780248880E0,3.511425382E0
6.323299896E0,-6.251287460E-1,-2.942105293E0,-1.295121431E0,3.274768546E0
6.328328230E0,-5.544011593E-1,-2.980854034E0,-8.770987988E-1,3.156287966E0
6.333367709E0,-6.610670090E-1,-3.045901299E0,-3.723969460E-1,3.138981331E0
6.338396771E0,-6.678040028E-1,-3.066186905E0,2.538981438E-1,3.148321551E0
6.343427553E0,-3.591191769E-1,-3.013822556E0,9.175262451E-1,3.170796018E0
6.348456771E0,-7.662534714E-3,-2.836756706E0,1.390190363E0,3.159094264E0
6.353490521E0,1.574487686E-1,-2.607185364E0,1.654037714E0,3.091609030E0
6.358520209E0,1.894998550E-1,-2.334819794E0,1.685954332E0,2.886128146E0
6.363549896E0,3.639006615E-2,-2.153503418E0,1.438438892E0,2.589982173E0
6.368579584E0,-1.963281631E-2,-1.929056168E0,1.298913002E0,2.325686594E0
6.373610313E0,-2.664494514E-2,-1.780847549E0,1.089748383E0,2.087984551E0
6.378640053E0,-1.039953232E-1,-1.612869263E0,1.064144850E0,1.935088253E0
6.383669792E0,-3.611533642E-1,-1.334086418E0,1.312712193E0,1.906156243E0
6.388725053E0,-8.597588539E-1,-9.254670143E-1,1.859364271E0,2.247867873E0
6.393756511E0,-1.271299124E0,-5.597991943E-1,2.550833225E0,2.904535547E0
6.398783386E0,-1.597114086E0,-2.373991013E-1,3.061861992E0,3.461521428E0
6.403814376E0,-1.891455889E0,1.468000412E-1,3.200610876E0,3.720627045E0
6.408845365E0,-2.232213497E0,5.115470886E-1,3.094952106E0,3.850089098E0
6.413876355E0,-2.553807497E0,8.616905212E-1,2.905967951E0,3.963469820E0
6.418871146E0,-2.628621817E0,1.115996361E0,2.502078533E0,3.796774620E0
6.423900313E0,-2.389616013E0,1.198327065E0,1.901587725E0,3.280592678E0
6.428924792E0,-2.038564205E0,1.075506210E0,1.194134474E0,2.595845675E0
6.433953490E0,-1.785037518E0,8.866539001E-1,8.436405659E-1,2.164311318E0
6.438982188E0,-1.637154818E0,6.221933365E-1,9.513366222E-1,1.993098546E0
6.444010886E0,-1.464466810E0,3.917293549E-1,1.366052151E0,2.040640440E0
6.449054063E0,-1.136433601E0,1.852378845E-1,1.917913914E0,2.237004288E0
6.454083490E0,-7.616980076E-1,-2.377510071E-3,2.499265432E0,2.612760458E0
6.459104792E0,-4.726650715E-1,-8.052921295E-2,3.146117449E0,3.182444379E0
6.464133386E0,-4.593956470E-1,9.391403198E-2,3.793478727E0,3.822348108E0
6.469157865E0,-8.121855259E-1,5.156278610E-1,4.452064991E0,4.554821632E0
6.474186042E0,-1.186534882E0,1.040538788E0,4.807037354E0,5.059465793E0
6.479214219E0,-1.492578030E0,1.639643669E0,4.724456310E0,5.218879953E0
6.484248542E0,-1.674390554E0,2.097919464E0,4.068618774E0,4.874270052E0
